Season,Slot,StrongSeed,WeakSeed
2010,R1Y4,Y04,Y13
2010,R1Y5,Y05,Y12
2010,R1Y6,Y06,Y11
2010,R1Y7,Y07,Y10
2010,R1Y8,Y08,Y09
2010,R1Z1,Z01,Z16
2010,R1Z2,Z02,Z15
2010,R1Z3,Z03,Z14
2010,R1Z4,Z04,Z13
2010,R1Z5,Z05,Z12
2010,R1Z6,Z06,Z11
2010,R1Z7,Z07,Z10
2010,R1Z8,Z08,Z09
2010,R2W1,R1W1,R1W8
2010,R2W2,R1W2,R1W7
2010,R2W3,R1W3,R1W6
2010,R2W4,R1W4,R1W5
2010,R2X1,R1X1,R1X8
2010,R2X2,R1X2,R1X7
2010,R2X3,R1X3,R1X6
2010,R2X4,R1X4,R1X5
2010,R2Y1,R1Y1,R1Y8
2010,R2Y2,R1Y2,R1Y7
2010,R2Y3,R1Y3,R1Y6
2010,R2Y4,R1Y4,R1Y5
2010,R2Z1,R1Z1,R1Z8
2010,R2Z2,R1Z2,R1Z7
2010,R2Z3,R1Z3,R1Z6
2010,R2Z4,R1Z4,R1Z5
2010,R3W1,R2W1,R2W4
2010,R3W2,R2W2,R2W3
2010,R3X1,R2X1,R2X4
2010,R3X2,R2X2,R2X3
2010,R3Y1,R2Y1,R2Y4
2010,R3Y2,R2Y2,R2Y3
2010,R3Z1,R2Z1,R2Z4
2010,R3Z2,R2Z2,R2Z3
2010,R4W1,R3W1,R3W2
2010,R4X1,R3X1,R3X2
2010,R4Y1,R3Y1,R3Y2
2010,R4Z1,R3Z1,R3Z2
2010,R5WX,R4W1,R4X1
2010,R5YZ,R4Y1,R4Z1
2010,R6CH,R5WX,R5YZ
2010,X16,X16a,X16b
2011,R1W1,W01,W16
2011,R1W2,W02,W15
2011,R1W3,W03,W14
2011,R1W4,W04,W13
2011,R1W5,W05,W12
2011,R1W6,W06,W11
2011,R1W7,W07,W10
2011,R1W8,W08,W09
2011,R1X1,X01,X16
2011,R1X2,X02,X15
2011,R1X3,X03,X14
2011,R1X4,X04,X13
2011,R1X5,X05,X12
2011,R1X6,X06,X11
2011,R1X7,X07,X10
2011,R1X8,X08,X09
2011,R1Y1,Y01,Y16
2011,R1Y2,Y02,Y15
2011,R1Y3,Y03,Y14
2011,R1Y4,Y04,Y13
2011,R1Y5,Y05,Y12
2011,R1Y6,Y06,Y11
2011,R1Y7,Y07,Y10
2011,R1Y8,Y08,Y09
2011,R1Z1,Z01,Z16
2011,R1Z2,Z02,Z15
2011,R1Z3,Z03,Z14
2011,R1Z4,Z04,Z13
2011,R1Z5,Z05,Z12
2011,R1Z6,Z06,Z11
2011,R1Z7,Z07,Z10
2011,R1Z8,Z08,Z09
2011,R2W1,R1W1,R1W8
2011,R2W2,R1W2,R1W7
2011,R2W3,R1W3,R1W6
2011,R2W4,R1W4,R1W5
2011,R2X1,R1X1,R1X8
2011,R2X2,R1X2,R1X7
2011,R2X3,R1X3,R1X6
2011,R2X4,R1X4,R1X5
2011,R2Y1,R1Y1,R1Y8
2011,R2Y2,R1Y2,R1Y7
2011,R2Y3,R1Y3,R1Y6
2011,R2Y4,R1Y4,R1Y5
2011,R2Z1,R1Z1,R1Z8
2011,R2Z2,R1Z2,R1Z7
2011,R2Z3,R1Z3,R1Z6
2011,R2Z4,R1Z4,R1Z5
2011,R3W1,R2W1,R2W4
2011,R3W2,R2W2,R2W3
2011,R3X1,R2X1,R2X4
2011,R3X2,R2X2,R2X3
2011,R3Y1,R2Y1,R2Y4
2011,R3Y2,R2Y2,R2Y3
2011,R3Z1,R2Z1,R2Z4
2011,R3Z2,R2Z2,R2Z3
2011,R4W1,R3W1,R3W2
2011,R4X1,R3X1,R3X2
2011,R4Y1,R3Y1,R3Y2
2011,R4Z1,R3Z1,R3Z2
2011,R5WX,R4W1,R4X1
2011,R5YZ,R4Y1,R4Z1
2011,R6CH,R5WX,R5YZ
2011,W12,W12a,W12b
2011,W16,W16a,W16b
2011,Y16,Y16a,Y16b
2011,Z11,Z11a,Z11b
2012,R1W1,W01,W16
2012,R1W2,W02,W15
2012,R1W3,W03,W14
2012,R1W4,W04,W13
2012,R1W5,W05,W12
2012,R1W6,W06,W11
2012,R1W7,W07,W10
2012,R1W8,W08,W09
2012,R1X1,X01,X16
2012,R1X2,X02,X15
2012,R1X3,X03,X14
2012,R1X4,X04,X13
2012,R1X5,X05,X12
2012,R1X6,X06,X11
2012,R1X7,X07,X10
2012,R1X8,X08,X09
2012,R1Y1,Y01,Y16
2012,R1Y2,Y02,Y15
2012,R1Y3,Y03,Y14
2012,R1Y4,Y04,Y13
2012,R1Y5,Y05,Y12
2012,R1Y6,Y06,Y11
2012,R1Y7,Y07,Y10
2012,R1Y8,Y08,Y09
2012,R1Z1,Z01,Z16
2012,R1Z2,Z02,Z15
2012,R1Z3,Z03,Z14
2012,R1Z4,Z04,Z13
2012,R1Z5,Z05,Z12
2012,R1Z6,Z06,Z11
2012,R1Z7,Z07,Z10
2012,R1Z8,Z08,Z09
2012,R2W1,R1W1,R1W8
2012,R2W2,R1W2,R1W7
2012,R2W3,R1W3,R1W6
2012,R2W4,R1W4,R1W5
2012,R2X1,R1X1,R1X8
2012,R2X2,R1X2,R1X7
2012,R2X3,R1X3,R1X6
2012,R2X4,R1X4,R1X5
2012,R2Y1,R1Y1,R1Y8
2012,R2Y2,R1Y2,R1Y7
2012,R2Y3,R1Y3,R1Y6
2012,R2Y4,R1Y4,R1Y5
2012,R2Z1,R1Z1,R1Z8
2012,R2Z2,R1Z2,R1Z7
2012,R2Z3,R1Z3,R1Z6
2012,R2Z4,R1Z4,R1Z5
2012,R3W1,R2W1,R2W4
2012,R3W2,R2W2,R2W3
2012,R3X1,R2X1,R2X4
2012,R3X2,R2X2,R2X3
2012,R3Y1,R2Y1,R2Y4
2012,R3Y2,R2Y2,R2Y3
2012,R3Z1,R2Z1,R2Z4
2012,R3Z2,R2Z2,R2Z3
2012,R4W1,R3W1,R3W2
2012,R4X1,R3X1,R3X2
2012,R4Y1,R3Y1,R3Y2
2012,R4Z1,R3Z1,R3Z2
2012,R5WX,R4W1,R4X1
2012,R5YZ,R4Y1,R4Z1
2012,R6CH,R5WX,R5YZ
2012,X12,X12a,X12b
2012,X16,X16a,X16b
2012,Y16,Y16a,Y16b
2012,Z14,Z14a,Z14b
2013,R1W1,W01,W16
2013,R1W2,W02,W15
2013,R1W3,W03,W14
2013,R1W4,W04,W13
2013,R1W5,W05,W12
2013,R1W6,W06,W11
2013,R1W7,W07,W10
2013,R1W8,W08,W09
2013,R1X1,X01,X16
2013,R1X2,X02,X15
2013,R1X3,X03,X14
2013,R1X4,X04,X13
2013,R1X5,X05,X12
2013,R1X6,X06,X11
2013,R1X7,X07,X10
2013,R1X8,X08,X09
2013,R1Y1,Y01,Y16
2013,R1Y2,Y02,Y15
2013,R1Y3,Y03,Y14
2013,R1Y4,Y04,Y13
2013,R1Y5,Y05,Y12
2013,R1Y6,Y06,Y11
2013,R1Y7,Y07,Y10
2013,R1Y8,Y08,Y09
2013,R1Z1,Z01,Z16
2013,R1Z2,Z02,Z15
2013,R1Z3,Z03,Z14
2013,R1Z4,Z04,Z13
2013,R1Z5,Z05,Z12
2013,R1Z6,Z06,Z11
2013,R1Z7,Z07,Z10
2013,R1Z8,Z08,Z09
2013,R2W1,R1W1,R1W8
2013,R2W2,R1W2,R1W7
2013,R2W3,R1W3,R1W6
2013,R2W4,R1W4,R1W5
2013,R2X1,R1X1,R1X8
2013,R2X2,R1X2,R1X7
2013,R2X3,R1X3,R1X6
2013,R2X4,R1X4,R1X5
2013,R2Y1,R1Y1,R1Y8
2013,R2Y2,R1Y2,R1Y7
2013,R2Y3,R1Y3,R1Y6
2013,R2Y4,R1Y4,R1Y5
2013,R2Z1,R1Z1,R1Z8
2013,R2Z2,R1Z2,R1Z7
2013,R2Z3,R1Z3,R1Z6
2013,R2Z4,R1Z4,R1Z5
2013,R3W1,R2W1,R2W4
2013,R3W2,R2W2,R2W3
2013,R3X1,R2X1,R2X4
2013,R3X2,R2X2,R2X3
2013,R3Y1,R2Y1,R2Y4
2013,R3Y2,R2Y2,R2Y3
2013,R3Z1,R2Z1,R2Z4
2013,R3Z2,R2Z2,R2Z3
2013,R4W1,R3W1,R3W2
2013,R4X1,R3X1,R3X2
2013,R4Y1,R3Y1,R3Y2
2013,R4Z1,R3Z1,R3Z2
2013,R5WX,R4W1,R4X1
2013,R5YZ,R4Y1,R4Z1
2013,R6CH,R5WX,R5YZ
2013,W16,W16a,W16b
2013,Y11,Y11a,Y11b
2013,Y16,Y16a,Y16b
2013,Z13,Z13a,Z13b
2014,R1W1,W01,W16
2014,R1W2,W02,W15
2014,R1W3,W03,W14
2014,R1W4,W04,W13
2014,R1W5,W05,W12
2014,R1W6,W06,W11
2014,R1W7,W07,W10
2014,R1W8,W08,W09
2014,R1X1,X01,X16
2014,R1X2,X02,X15
2014,R1X3,X03,X14
2014,R1X4,X04,X13
2014,R1X5,X05,X12
2014,R1X6,X06,X11
2014,R1X7,X07,X10
2014,R1X8,X08,X09
2014,R1Y1,Y01,Y16
2014,R1Y2,Y02,Y15
2014,R1Y3,Y03,Y14
2014,R1Y4,Y04,Y13
2014,R1Y5,Y05,Y12
2014,R1Y6,Y06,Y11
2014,R1Y7,Y07,Y10
2014,R1Y8,Y08,Y09
2014,R1Z1,Z01,Z16
2014,R1Z2,Z02,Z15
2014,R1Z3,Z03,Z14
2014,R1Z4,Z04,Z13
2014,R1Z5,Z05,Z12
2014,R1Z6,Z06,Z11
2014,R1Z7,Z07,Z10
2014,R1Z8,Z08,Z09
2014,R2W1,R1W1,R1W8
2014,R2W2,R1W2,R1W7
2014,R2W3,R1W3,R1W6
2014,R2W4,R1W4,R1W5
2014,R2X1,R1X1,R1X8
2014,R2X2,R1X2,R1X7
2014,R2X3,R1X3,R1X6
2014,R2X4,R1X4,R1X5
2014,R2Y1,R1Y1,R1Y8
2014,R2Y2,R1Y2,R1Y7
2014,R2Y3,R1Y3,R1Y6
2014,R2Y4,R1Y4,R1Y5
2014,R2Z1,R1Z1,R1Z8
2014,R2Z2,R1Z2,R1Z7
2014,R2Z3,R1Z3,R1Z6
2014,R2Z4,R1Z4,R1Z5
2014,R3W1,R2W1,R2W4
2014,R3W2,R2W2,R2W3
2014,R3X1,R2X1,R2X4
2014,R3X2,R2X2,R2X3
2014,R3Y1,R2Y1,R2Y4
2014,R3Y2,R2Y2,R2Y3
2014,R3Z1,R2Z1,R2Z4
2014,R3Z2,R2Z2,R2Z3
2014,R4W1,R3W1,R3W2
2014,R4X1,R3X1,R3X2
2014,R4Y1,R3Y1,R3Y2
2014,R4Z1,R3Z1,R3Z2
2014,R5WX,R4W1,R4X1
2014,R5YZ,R4Y1,R4Z1
2014,R6CH,R5WX,R5YZ
2014,X16,X16a,X16b
2014,Y11,Y11a,Y11b
2014,Y12,Y12a,Y12b
2014,Y16,Y16a,Y16b
2015,R1W1,W01,W16
2015,R1W2,W02,W15
2015,R1W3,W03,W14
2015,R1W4,W04,W13
2015,R1W5,W05,W12
2015,R1W6,W06,W11
2015,R1W7,W07,W10
2015,R1W8,W08,W09
2015,R1X1,X01,X16
2015,R1X2,X02,X15
2015,R1X3,X03,X14
2015,R1X4,X04,X13
2015,R1X5,X05,X12
2015,R1X6,X06,X11
2015,R1X7,X07,X10
2015,R1X8,X08,X09
2015,R1Y1,Y01,Y16
2015,R1Y2,Y02,Y15
2015,R1Y3,Y03,Y14
2015,R1Y4,Y04,Y13
2015,R1Y5,Y05,Y12
2015,R1Y6,Y06,Y11
2015,R1Y7,Y07,Y10
2015,R1Y8,Y08,Y09
2015,R1Z1,Z01,Z16
2015,R1Z2,Z02,Z15
2015,R1Z3,Z03,Z14
2015,R1Z4,Z04,Z13
2015,R1Z5,Z05,Z12
2015,R1Z6,Z06,Z11
2015,R1Z7,Z07,Z10
2015,R1Z8,Z08,Z09
2015,R2W1,R1W1,R1W8
2015,R2W2,R1W2,R1W7
2015,R2W3,R1W3,R1W6
2015,R2W4,R1W4,R1W5
2015,R2X1,R1X1,R1X8
2015,R2X2,R1X2,R1X7
2015,R2X3,R1X3,R1X6
2015,R2X4,R1X4,R1X5
2015,R2Y1,R1Y1,R1Y8
2015,R2Y2,R1Y2,R1Y7
2015,R2Y3,R1Y3,R1Y6
2015,R2Y4,R1Y4,R1Y5
2015,R2Z1,R1Z1,R1Z8
2015,R2Z2,R1Z2,R1Z7
2015,R2Z3,R1Z3,R1Z6
2015,R2Z4,R1Z4,R1Z5
2015,R3W1,R2W1,R2W4
2015,R3W2,R2W2,R2W3
2015,R3X1,R2X1,R2X4
2015,R3X2,R2X2,R2X3
2015,R3Y1,R2Y1,R2Y4
2015,R3Y2,R2Y2,R2Y3
2015,R3Z1,R2Z1,R2Z4
2015,R3Z2,R2Z2,R2Z3
2015,R4W1,R3W1,R3W2
2015,R4X1,R3X1,R3X2
2015,R4Y1,R3Y1,R3Y2
2015,R4Z1,R3Z1,R3Z2
2015,R5WX,R4W1,R4X1
2015,R5YZ,R4Y1,R4Z1
2015,R6CH,R5WX,R5YZ
2015,W11,W11a,W11b
2015,X16,X16a,X16b
2015,Y16,Y16a,Y16b
2015,Z11,Z11a,Z11b
2016,R1W1,W01,W16
2016,R1W2,W02,W15
2016,R1W3,W03,W14
2016,R1W4,W04,W13
2016,R1W5,W05,W12
2016,R1W6,W06,W11
2016,R1W7,W07,W10
2016,R1W8,W08,W09
2016,R1X1,X01,X16
2016,R1X2,X02,X15
2016,R1X3,X03,X14
2016,R1X4,X04,X13
2016,R1X5,X05,X12
2016,R1X6,X06,X11
2016,R1X7,X07,X10
2016,R1X8,X08,X09
2016,R1Y1,Y01,Y16
2016,R1Y2,Y02,Y15
2016,R1Y3,Y03,Y14
2016,R1Y4,Y04,Y13
2016,R1Y5,Y05,Y12
2016,R1Y6,Y06,Y11
2016,R1Y7,Y07,Y10
2016,R1Y8,Y08,Y09
2016,R1Z1,Z01,Z16
2016,R1Z2,Z02,Z15
2016,R1Z3,Z03,Z14
2016,R1Z4,Z04,Z13
2016,R1Z5,Z05,Z12
2016,R1Z6,Z06,Z11
2016,R1Z7,Z07,Z10
2016,R1Z8,Z08,Z09
2016,R2W1,R1W1,R1W8
2016,R2W2,R1W2,R1W7
2016,R2W3,R1W3,R1W6
2016,R2W4,R1W4,R1W5
2016,R2X1,R1X1,R1X8
2016,R2X2,R1X2,R1X7
2016,R2X3,R1X3,R1X6
2016,R2X4,R1X4,R1X5
2016,R2Y1,R1Y1,R1Y8
2016,R2Y2,R1Y2,R1Y7
2016,R2Y3,R1Y3,R1Y6
2016,R2Y4,R1Y4,R1Y5
2016,R2Z1,R1Z1,R1Z8
2016,R2Z2,R1Z2,R1Z7
2016,R2Z3,R1Z3,R1Z6
2016,R2Z4,R1Z4,R1Z5
2016,R3W1,R2W1,R2W4
2016,R3W2,R2W2,R2W3
2016,R3X1,R2X1,R2X4
2016,R3X2,R2X2,R2X3
2016,R3Y1,R2Y1,R2Y4
2016,R3Y2,R2Y2,R2Y3
2016,R3Z1,R2Z1,R2Z4
2016,R3Z2,R2Z2,R2Z3
2016,R4W1,R3W1,R3W2
2016,R4X1,R3X1,R3X2
2016,R4Y1,R3Y1,R3Y2
2016,R4Z1,R3Z1,R3Z2
2016,R5WX,R4W1,R4X1
2016,R5YZ,R4Y1,R4Z1
2016,R6CH,R5WX,R5YZ
2016,W11,W11a,W11b
2016,W16,W16a,W16b
2016,Y11,Y11a,Y11b
2016,Z16,Z16a,Z16b
2017,R1W1,W01,W16
2017,R1W2,W02,W15
2017,R1W3,W03,W14
2017,R1W4,W04,W13
2017,R1W5,W05,W12
2017,R1W6,W06,W11
2017,R1W7,W07,W10
2017,R1W8,W08,W09
2017,R1X1,X01,X16
2017,R1X2,X02,X15
2017,R1X3,X03,X14
2017,R1X4,X04,X13
2017,R1X5,X05,X12
2017,R1X6,X06,X11
2017,R1X7,X07,X10
2017,R1X8,X08,X09
2017,R1Y1,Y01,Y16
2017,R1Y2,Y02,Y15
2017,R1Y3,Y03,Y14
2017,R1Y4,Y04,Y13
2017,R1Y5,Y05,Y12
2017,R1Y6,Y06,Y11
2017,R1Y7,Y07,Y10
2017,R1Y8,Y08,Y09
2017,R1Z1,Z01,Z16
2017,R1Z2,Z02,Z15
2017,R1Z3,Z03,Z14
2017,R1Z4,Z04,Z13
2017,R1Z5,Z05,Z12
2017,R1Z6,Z06,Z11
2017,R1Z7,Z07,Z10
2017,R1Z8,Z08,Z09
2017,R2W1,R1W1,R1W8
2017,R2W2,R1W2,R1W7
2017,R2W3,R1W3,R1W6
2017,R2W4,R1W4,R1W5
2017,R2X1,R1X1,R1X8
2017,R2X2,R1X2,R1X7
2017,R2X3,R1X3,R1X6
2017,R2X4,R1X4,R1X5
2017,R2Y1,R1Y1,R1Y8
2017,R2Y2,R1Y2,R1Y7
2017,R2Y3,R1Y3,R1Y6
2017,R2Y4,R1Y4,R1Y5
2017,R2Z1,R1Z1,R1Z8
2017,R2Z2,R1Z2,R1Z7
2017,R2Z3,R1Z3,R1Z6
2017,R2Z4,R1Z4,R1Z5
2017,R3W1,R2W1,R2W4
2017,R3W2,R2W2,R2W3
2017,R3X1,R2X1,R2X4
2017,R3X2,R2X2,R2X3
2017,R3Y1,R2Y1,R2Y4
2017,R3Y2,R2Y2,R2Y3
2017,R3Z1,R2Z1,R2Z4
2017,R3Z2,R2Z2,R2Z3
2017,R4W1,R3W1,R3W2
2017,R4X1,R3X1,R3X2
2017,R4Y1,R3Y1,R3Y2
2017,R4Z1,R3Z1,R3Z2
2017,R5WX,R4W1,R4X1
2017,R5YZ,R4Y1,R4Z1
2017,R6CH,R5WX,R5YZ
2017,W11,W11a,W11b
2017,W16,W16a,W16b
2017,Y16,Y16a,Y16b
2017,Z11,Z11a,Z11b
2018,R1W1,W01,W16
2018,R1W2,W02,W15
2018,R1W3,W03,W14
2018,R1W4,W04,W13
2018,R1W5,W05,W12
2018,R1W6,W06,W11
2018,R1W7,W07,W10
2018,R1W8,W08,W09
2018,R1X1,X01,X16
2018,R1X2,X02,X15
2018,R1X3,X03,X14
2018,R1X4,X04,X13
2018,R1X5,X05,X12
2018,R1X6,X06,X11
2018,R1X7,X07,X10
2018,R1X8,X08,X09
2018,R1Y1,Y01,Y16
2018,R1Y2,Y02,Y15
2018,R1Y3,Y03,Y14
2018,R1Y4,Y04,Y13
2018,R1Y5,Y05,Y12
2018,R1Y6,Y06,Y11
2018,R1Y7,Y07,Y10
2018,R1Y8,Y08,Y09
2018,R1Z1,Z01,Z16
2018,R1Z2,Z02,Z15
2018,R1Z3,Z03,Z14
2018,R1Z4,Z04,Z13
2018,R1Z5,Z05,Z12
2018,R1Z6,Z06,Z11
2018,R1Z7,Z07,Z10
2018,R1Z8,Z08,Z09
2018,R2W1,R1W1,R1W8
2018,R2W2,R1W2,R1W7
2018,R2W3,R1W3,R1W6
2018,R2W4,R1W4,R1W5
2018,R2X1,R1X1,R1X8
2018,R2X2,R1X2,R1X7
2018,R2X3,R1X3,R1X6
2018,R2X4,R1X4,R1X5
2018,R2Y1,R1Y1,R1Y8
2018,R2Y2,R1Y2,R1Y7
2018,R2Y3,R1Y3,R1Y6
2018,R2Y4,R1Y4,R1Y5
2018,R2Z1,R1Z1,R1Z8
2018,R2Z2,R1Z2,R1Z7
2018,R2Z3,R1Z3,R1Z6
2018,R2Z4,R1Z4,R1Z5
2018,R3W1,R2W1,R2W4
2018,R3W2,R2W2,R2W3
2018,R3X1,R2X1,R2X4
2018,R3X2,R2X2,R2X3
2018,R3Y1,R2Y1,R2Y4
2018,R3Y2,R2Y2,R2Y3
2018,R3Z1,R2Z1,R2Z4
2018,R3Z2,R2Z2,R2Z3
2018,R4W1,R3W1,R3W2
2018,R4X1,R3X1,R3X2
2018,R4Y1,R3Y1,R3Y2
2018,R4Z1,R3Z1,R3Z2
2018,R5WX,R4W1,R4X1
2018,R5YZ,R4Y1,R4Z1
2018,R6CH,R5WX,R5YZ
2018,W11,W11a,W11b
2018,W16,W16a,W16b
2018,X11,X11a,X11b
2018,Z16,Z16a,Z16b
2019,R1W1,W01,W16
2019,R1W2,W02,W15
2019,R1W3,W03,W14
2019,R1W4,W04,W13
2019,R1W5,W05,W12
2019,R1W6,W06,W11
2019,R1W7,W07,W10
2019,R1W8,W08,W09
2019,R1X1,X01,X16
2019,R1X2,X02,X15
2019,R1X3,X03,X14
2019,R1X4,X04,X13
2019,R1X5,X05,X12
2019,R1X6,X06,X11
2019,R1X7,X07,X10
2019,R1X8,X08,X09
2019,R1Y1,Y01,Y16
2019,R1Y2,Y02,Y15
2019,R1Y3,Y03,Y14
2019,R1Y4,Y04,Y13
2019,R1Y5,Y05,Y12
2019,R1Y6,Y06,Y11
2019,R1Y7,Y07,Y10
2019,R1Y8,Y08,Y09
2019,R1Z1,Z01,Z16
2019,R1Z2,Z02,Z15
2019,R1Z3,Z03,Z14
2019,R1Z4,Z04,Z13
2019,R1Z5,Z05,Z12
2019,R1Z6,Z06,Z11
2019,R1Z7,Z07,Z10
2019,R1Z8,Z08,Z09
2019,R2W1,R1W1,R1W8
2019,R2W2,R1W2,R1W7
2019,R2W3,R1W3,R1W6
2019,R2W4,R1W4,R1W5
2019,R2X1,R1X1,R1X8
2019,R2X2,R1X2,R1X7
2019,R2X3,R1X3,R1X6
2019,R2X4,R1X4,R1X5
2019,R2Y1,R1Y1,R1Y8
2019,R2Y2,R1Y2,R1Y7
2019,R2Y3,R1Y3,R1Y6
2019,R2Y4,R1Y4,R1Y5
2019,R2Z1,R1Z1,R1Z8
2019,R2Z2,R1Z2,R1Z7
2019,R2Z3,R1Z3,R1Z6
2019,R2Z4,R1Z4,R1Z5
2019,R3W1,R2W1,R2W4
2019,R3W2,R2W2,R2W3
2019,R3X1,R2X1,R2X4
2019,R3X2,R2X2,R2X3
2019,R3Y1,R2Y1,R2Y4
2019,R3Y2,R2Y2,R2Y3
2019,R3Z1,R2Z1,R2Z4
2019,R3Z2,R2Z2,R2Z3
2019,R4W1,R3W1,R3W2
2019,R4X1,R3X1,R3X2
2019,R4Y1,R3Y1,R3Y2
2019,R4Z1,R3Z1,R3Z2
2019,R5WX,R4W1,R4X1
2019,R5YZ,R4Y1,R4Z1
2019,R6CH,R5WX,R5YZ
2019,W11,W11a,W11b
2019,W16,W16a,W16b
2019,X11,X11a,X11b
2019,X16,X16a,X16b
2021,R1W1,W01,W16
2021,R1W2,W02,W15
2021,R1W3,W03,W14
2021,R1W4,W04,W13
2021,R1W5,W05,W12
2021,R1W6,W06,W11
2021,R1W7,W07,W10
2021,R1W8,W08,W09
2021,R1X1,X01,X16
2021,R1X2,X02,X15
2021,R1X3,X03,X14
2021,R1X4,X04,X13
2021,R1X5,X05,X12
2021,R1X6,X06,X11
2021,R1X7,X07,X10
2021,R1X8,X08,X09
2021,R1Y1,Y01,Y16
2021,R1Y2,Y02,Y15
2021,R1Y3,Y03,Y14
2021,R1Y4,Y04,Y13
2021,R1Y5,Y05,Y12
2021,R1Y6,Y06,Y11
2021,R1Y7,Y07,Y10
2021,R1Y8,Y08,Y09
2021,R1Z1,Z01,Z16
2021,R1Z2,Z02,Z15
2021,R1Z3,Z03,Z14
2021,R1Z4,Z04,Z13
2021,R1Z5,Z05,Z12
2021,R1Z6,Z06,Z11
2021,R1Z7,Z07,Z10
2021,R1Z8,Z08,Z09
2021,R2W1,R1W1,R1W8
2021,R2W2,R1W2,R1W7
2021,R2W3,R1W3,R1W6
2021,R2W4,R1W4,R1W5
2021,R2X1,R1X1,R1X8
2021,R2X2,R1X2,R1X7
2021,R2X3,R1X3,R1X6
2021,R2X4,R1X4,R1X5
2021,R2Y1,R1Y1,R1Y8
2021,R2Y2,R1Y2,R1Y7
2021,R2Y3,R1Y3,R1Y6
2021,R2Y4,R1Y4,R1Y5
2021,R2Z1,R1Z1,R1Z8
2021,R2Z2,R1Z2,R1Z7
2021,R2Z3,R1Z3,R1Z6
2021,R2Z4,R1Z4,R1Z5
2021,R3W1,R2W1,R2W4
2021,R3W2,R2W2,R2W3
2021,R3X1,R2X1,R2X4
2021,R3X2,R2X2,R2X3
2021,R3Y1,R2Y1,R2Y4
2021,R3Y2,R2Y2,R2Y3
2021,R3Z1,R2Z1,R2Z4
2021,R3Z2,R2Z2,R2Z3
2021,R4W1,R3W1,R3W2
2021,R4X1,R3X1,R3X2
2021,R4Y1,R3Y1,R3Y2
2021,R4Z1,R3Z1,R3Z2
2021,R5WX,R4W1,R4X1
2021,R5YZ,R4Y1,R4Z1
2021,R6CH,R5WX,R5YZ
2021,W11,W11a,W11b
2021,W16,W16a,W16b
2021,X11,X11a,X11b
2021,X16,X16a,X16b
2022,R1W1,W01,W16
2022,R1W2,W02,W15
2022,R1W3,W03,W14
2022,R1W4,W04,W13
2022,R1W5,W05,W12
2022,R1W6,W06,W11
2022,R1W7,W07,W10
2022,R1W8,W08,W09
2022,R1X1,X01,X16
2022,R1X2,X02,X15
2022,R1X3,X03,X14
2022,R1X4,X04,X13
2022,R1X5,X05,X12
2022,R1X6,X06,X11
2022,R1X7,X07,X10
2022,R1X8,X08,X09
2022,R1Y1,Y01,Y16
2022,R1Y2,Y02,Y15
2022,R1Y3,Y03,Y14
2022,R1Y4,Y04,Y13
2022,R1Y5,Y05,Y12
2022,R1Y6,Y06,Y11
2022,R1Y7,Y07,Y10
2022,R1Y8,Y08,Y09
2022,R1Z1,Z01,Z16
2022,R1Z2,Z02,Z15
2022,R1Z3,Z03,Z14
2022,R1Z4,Z04,Z13
2022,R1Z5,Z05,Z12
2022,R1Z6,Z06,Z11
2022,R1Z7,Z07,Z10
2022,R1Z8,Z08,Z09
2022,R2W1,R1W1,R1W8
2022,R2W2,R1W2,R1W7
2022,R2W3,R1W3,R1W6
2022,R2W4,R1W4,R1W5
2022,R2X1,R1X1,R1X8
2022,R2X2,R1X2,R1X7
2022,R2X3,R1X3,R1X6
2022,R2X4,R1X4,R1X5
2022,R2Y1,R1Y1,R1Y8
2022,R2Y2,R1Y2,R1Y7
2022,R2Y3,R1Y3,R1Y6
2022,R2Y4,R1Y4,R1Y5
2022,R2Z1,R1Z1,R1Z8
2022,R2Z2,R1Z2,R1Z7
2022,R2Z3,R1Z3,R1Z6
2022,R2Z4,R1Z4,R1Z5
2022,R3W1,R2W1,R2W4
2022,R3W2,R2W2,R2W3
2022,R3X1,R2X1,R2X4
2022,R3X2,R2X2,R2X3
2022,R3Y1,R2Y1,R2Y4
2022,R3Y2,R2Y2,R2Y3
2022,R3Z1,R2Z1,R2Z4
2022,R3Z2,R2Z2,R2Z3
2022,R4W1,R3W1,R3W2
2022,R4X1,R3X1,R3X2
2022,R4Y1,R3Y1,R3Y2
2022,R4Z1,R3Z1,R3Z2
2022,R5WX,R4W1,R4X1
2022,R5YZ,R4Y1,R4Z1
2022,R6CH,R5WX,R5YZ
2022,W12,W12a,W12b
2022,X11,X11a,X11b
2022,Y16,Y16a,Y16b
2022,Z16,Z16a,Z16b
